,vehicle_speed,throttle_percentage,acc_calculated
1714,8.3025,0.25,0.062055556
1715,8.31311,0.25,0.061305556
1716,8.32457,0.25,0.060638889
1717,8.33494,0.25,0.054861111
1718,8.34432,0.25,0.054805556
1719,8.35467,0.25,0.054777778
1720,8.36404,0.25,0.054722222
1721,8.37437,0.25,0.054666667
1722,8.38372,0.25,0.054638889
1723,8.39404,0.25,0.054583333
1724,8.40337,0.25,0.054555556
1725,8.41368,0.25,0.054555556
1726,8.42301,0.25,0.049361111
1727,8.43145,0.25,0.049805556
1728,8.44094,0.25,0.050222222
1729,8.44953,0.25,0.050611111
1730,8.45916,0.25,0.050972222
1731,8.46788,0.25,0.051277778
1732,8.47762,0.25,0.051555556
1733,8.48644,0.25,0.050777778
1734,8.4959,0.25,0.050083333
1735,8.50447,0.25,0.0505
1736,8.51408,0.25,0.050833333
1737,8.52277,0.25,0.046
1738,8.53064,0.25,0.140722222
1739,8.57343,0.25,0.226416667
1740,8.61215,0.25,0.386527778
1741,8.71258,0.25,0.531416667
1742,8.80346,0.25,0.648111111
1743,8.9459,0.25,0.753666667
1744,9.07478,0.25,0.782083333
1745,9.22745,0.25,0.807805556
1746,9.36559,0.25,0.771194444
1747,9.50508,0.25,0.738111111
1748,9.63131,0.25,0.667916667
1749,9.74553,0.25,0.614694444
1750,9.8526,0.25,0.566527778
1751,9.94948,0.25,0.511666667
1752,10.0368,0.25,0.462
1753,10.1158,0.25,0.413888889
1754,10.1858,0.25,0.370277778
1755,10.2491,0.25,0.333888889
1756,10.306,0.25,0.301388889
1757,10.3576,0.25,0.273888889
1758,10.4046,0.25,0.248611111
1759,10.4471,0.25,0.228055556
1760,10.4867,0.25,0.209444444
1761,10.5225,0.25,0.189444444
1762,10.5549,0.25,0.176666667
1763,10.5861,0.25,0.165
1764,10.6143,0.25,0.154444444
1765,10.6417,0.25,0.145
1766,10.6665,0.25,0.1375
1767,10.6912,0.25,0.130555556
1768,10.7135,0.25,0.123055556
1769,10.7355,0.25,0.116666667
1770,10.7555,0.25,0.111944444
1771,10.7758,0.25,0.107222222
1772,10.7941,0.25,0.097222222
1773,10.8108,0.25,0.093055556
1774,10.8276,0.25,0.089166667
1775,10.8429,0.25,0.086111111
1776,10.8586,0.25,0.083055556
1777,10.8728,0.25,0.080277778
1778,10.8875,0.25,0.077777778
1779,10.9008,0.25,0.075555556
1780,10.9147,0.25,0.073611111
1781,10.9273,0.25,0.071666667
1782,10.9405,0.25,0.07
1783,10.9525,0.25,0.068611111
1784,10.9652,0.25,0.067222222
1785,10.9767,0.25,0.060833333
1786,10.9871,0.25,0.06
1787,10.9983,0.25,0.059444444
1788,11.0085,0.25,0.058055556
1789,11.0192,0.25,0.056666667
1790,11.0289,0.25,0.124722222
1791,11.0641,0.25,0.186111111
1792,11.0959,0.25,0.298333333
1793,11.1715,0.25,0.4
1794,11.2399,0.25,0.480555556
1795,11.3445,0.25,0.553611111
1796,11.4392,0.25,0.5775
1797,11.5524,0.25,0.598888889
1798,11.6548,0.25,0.541666667
1799,11.7474,0.25,0.529444444
1800,11.8454,0.25,0.518611111
1801,11.9341,0.25,0.486666667
1802,12.0206,0.25,0.457777778
1803,12.0989,0.25,0.421666667
1804,12.1724,0.25,0.388611111
1805,12.2388,0.25,0.355833333
1806,12.3005,0.25,0.326111111
1807,12.3562,0.25,0.296944444
1808,12.4074,0.25,0.271111111
1809,12.4538,0.25,0.248333333
1810,12.4968,0.25,0.227777778
1811,12.5358,0.25,0.206111111
1812,12.571,0.25,0.190555556
1813,12.6044,0.25,0.176666667
1814,12.6346,0.25,0.163888889
1815,12.6634,0.25,0.1525
1816,12.6895,0.25,0.143055556
1817,12.7149,0.25,0.134444444
1818,12.7379,0.25,0.126944444
1819,12.7606,0.25,0.120277778
1820,12.7812,0.25,0.113888889
1821,12.8016,0.25,0.108055556
1822,12.8201,0.25,0.103055556
1823,12.8387,0.25,0.098611111
1824,12.8556,0.25,0.094166667
1825,12.8726,0.25,0.090277778
1826,12.8881,0.25,0.081944444
1827,12.9021,0.25,0.079166667
1828,12.9166,0.25,0.076666667
1829,12.9297,0.25,0.074722222
1830,12.9435,0.25,0.072777778
1831,12.9559,0.25,0.070833333
1832,12.969,0.25,0.069444444
1833,12.9809,0.25,0.068055556
1834,12.9935,0.25,0.066666667
1835,13.0049,0.25,0.064444444
1836,13.0167,0.25,0.0625
1837,13.0274,0.25,0.056388889
1838,13.037,0.25,0.056111111
1839,13.0476,0.25,0.056111111
1840,13.0572,0.25,0.055
1841,13.0674,0.25,0.053888889
1842,13.0766,0.25,0.053611111
1843,13.0867,0.25,0.053888889
1844,13.096,0.25,0.053055556
1845,13.1058,0.25,0.051944444
1846,13.1147,0.25,0.051111111
1847,13.1242,0.25,0.050277778
1848,13.1328,0.25,0.050833333
1849,13.1425,0.25,0.051111111
1850,13.1512,0.25,0.046111111
1851,13.1591,0.25,0.046111111
1852,13.1678,0.25,0.045833333
1853,13.1756,0.25,0.045555556
1854,13.1842,0.25,0.045277778
1855,13.1919,0.25,0.045
1856,13.2004,0.25,0.045
1857,13.2081,0.25,0.044722222
1858,13.2165,0.25,0.044722222
1859,13.2242,0.25,0.040555556
1860,13.2311,0.25,0.040555556
1861,13.2388,0.25,0.040833333
1862,13.2458,0.25,0.037222222
1863,13.2522,0.25,0.036666667
1864,13.259,0.25,0.036111111
1865,13.2652,0.25,0.033055556
1866,13.2709,0.25,0.033888889
1867,13.2774,0.25,0.034722222
1868,13.2834,0.25,0.031388889
1869,13.2887,0.25,0.0325
1870,13.2951,0.25,0.033611111
1871,13.3008,0.25,0.034444444
1872,13.3075,0.25,0.035555556
1873,13.3136,0.25,0.031944444
1874,13.319,0.25,0.031944444
1875,13.3251,0.25,0.032222222
1876,13.3306,0.25,0.033055556
1877,13.337,0.25,0.034166667
1878,13.3429,0.25,0.031111111
1879,13.3482,0.25,0.031111111
1880,13.3541,0.25,0.031111111
1881,13.3594,0.25,0.028055556
1882,13.3642,0.25,0.028611111
1883,13.3697,0.25,0.029166667
1884,13.3747,0.25,0.030277778
1885,13.3806,0.25,0.031666667
1886,13.3861,0.25,0.031944444
1887,13.3921,0.25,0.031666667
1888,13.3975,0.25,0.031666667
1889,13.4035,0.25,0.031944444
1890,13.409,0.25,0.032222222
1891,13.4151,0.25,0.035
1892,13.4216,0.25,0.034722222
1893,13.4276,0.25,0.035833333
1894,13.4345,0.25,0.036388889
1895,13.4407,0.25,0.036111111
1896,13.4475,0.25,0.11
1897,13.4803,0.25,0.173888889
1898,13.5101,0.25,0.301944444
1899,13.589,0.25,0.4175
1900,13.6604,0.25,0.533888889
1901,13.7812,0.25,0.638888889
1902,13.8904,0.25,0.724722222
1903,14.0421,0.25,0.9325
1904,14.2261,0.25,0.973611111
1905,14.3926,0.25,0.988333333
1906,14.5819,0.25,1.001666667
1907,14.7532,0.25,0.991111111
1908,14.9387,0.25,0.981388889
1909,15.1065,0.25,0.952222222
1910,15.2815,0.25,0.968888889
1911,15.4553,0.25,0.92
1912,15.6127,0.25,0.8625
1913,15.7658,0.25,0.810277778
1914,15.9044,0.25,0.753888889
1915,16.0372,0.25,0.702777778
1916,16.1574,0.25,0.651666667
1917,16.2718,0.25,0.605
1918,16.3752,0.25,0.560833333
1919,16.4737,0.25,0.531388889
1920,16.5665,0.25,0.490833333
1921,16.6504,0.25,0.454444444
1922,16.7301,0.25,0.421944444
1923,16.8023,0.25,0.391111111
1924,16.8709,0.25,0.372222222
1925,16.9363,0.25,0.346111111
1926,16.9955,0.25,0.321388889
1927,17.052,0.25,0.299166667
1928,17.1032,0.25,0.278888889
1929,17.1524,0.25,0.260555556
1930,17.197,0.25,0.244166667
1931,17.2403,0.25,0.229166667
1932,17.2795,0.25,0.215833333
1933,17.318,0.25,0.203333333
1934,17.3527,0.25,0.191111111
1935,17.3868,0.25,0.188611111
1936,17.4206,0.25,0.178888889
1937,17.4512,0.25,0.169166667
1938,17.4815,0.25,0.160277778
1939,17.5089,0.25,0.152222222
1940,17.5363,0.25,0.145
1941,17.5611,0.25,0.139444444
1942,17.5865,0.25,0.134444444
1943,17.6095,0.25,0.128888889
1944,17.6329,0.25,0.123611111
1945,17.654,0.25,0.118055556
1946,17.6754,0.25,0.120555556
1947,17.6974,0.25,0.116388889
1948,17.7173,0.25,0.112222222
1949,17.7378,0.25,0.108888889
1950,17.7565,0.25,0.104722222
1951,17.7755,0.25,0.100833333
1952,17.7928,0.25,0.098611111
1953,17.811,0.25,0.096388889
1954,17.8275,0.25,0.093611111
1955,17.8447,0.25,0.090833333
1956,17.8602,0.25,0.088333333
1957,17.8765,0.25,0.086111111
1958,17.8912,0.25,0.085
1959,17.9071,0.25,0.090277778
1960,17.9237,0.25,0.088055556
1961,17.9388,0.25,0.086111111
1962,17.9547,0.25,0.083888889
1963,17.969,0.25,0.124166667
1964,17.9994,0.25,0.161111111
1965,18.027,0.25,0.237777778
1966,18.085,0.25,0.306944444
1967,18.1375,0.25,0.376666667
1968,18.2206,0.25,0.44
1969,18.2959,0.25,0.492222222
1970,18.3978,0.25,0.539166667
1971,18.49,0.25,0.5725
1972,18.6039,0.25,0.602777778
1973,18.707,0.25,0.619722222
1974,18.827,0.25,0.635
1975,18.9356,0.25,0.636666667
1976,19.0562,0.25,0.638055556
1977,19.1653,0.25,0.63
1978,19.283,0.25,0.622777778
1979,19.3895,0.25,0.606666667
1980,19.5014,0.25,0.592222222
1981,19.6027,0.25,0.571111111
1982,19.707,0.25,0.551944444
1983,19.8014,0.25,0.528333333
1984,19.8972,0.25,0.506944444
1985,19.9839,0.25,0.481388889
1986,20.0705,0.25,0.458333333
1987,20.1489,0.25,0.434444444
1988,20.2269,0.25,0.412777778
1989,20.2975,0.25,0.390833333
1990,20.3676,0.25,0.385555556
1991,20.4363,0.25,0.363611111
1992,20.4985,0.25,0.343611111
1993,20.56,0.25,0.325277778
1994,20.6156,0.25,0.3075
1995,20.6707,0.25,0.291666667
1996,20.7206,0.25,0.276388889
1997,20.7702,0.25,0.2625
1998,20.8151,0.25,0.248888889
1999,20.8598,0.25,0.236666667
2000,20.9003,0.25,0.225555556
2001,20.941,0.25,0.215277778
2002,20.9778,0.25,0.206111111
2003,21.0152,0.25,0.198055556
2004,21.0491,0.25,0.190555556
2005,21.0838,0.25,0.183611111
2006,21.1152,0.25,0.176666667
2007,21.1474,0.25,0.17
2008,21.1764,0.25,0.164166667
2009,21.2065,0.25,0.159166667
2010,21.2337,0.25,0.154166667
2011,21.262,0.25,0.149722222
2012,21.2876,0.25,0.144722222
2013,21.3141,0.25,0.140277778
2014,21.3381,0.25,0.137222222
2015,21.3635,0.25,0.134722222
2016,21.3866,0.25,0.131111111
2017,21.4107,0.25,0.127777778
2018,21.4326,0.25,0.125
2019,21.4557,0.25,0.1225
2020,21.4767,0.25,0.12
2021,21.4989,0.25,0.117777778
2022,21.5191,0.25,0.116111111
2023,21.5407,0.25,0.114166667
2024,21.5602,0.25,0.112777778
2025,21.5813,0.25,0.111388889
2026,21.6003,0.25,0.109722222
2027,21.6208,0.25,0.108611111
2028,21.6394,0.25,0.106944444
2029,21.6593,0.25,0.105
2030,21.6772,0.25,0.103888889
2031,21.6967,0.25,0.103333333
2032,21.7144,0.25,0.101944444
2033,21.7334,0.25,0.100555556
2034,21.7506,0.25,0.099166667
2035,21.7691,0.25,0.098055556
2036,21.7859,0.25,0.096944444
2037,21.804,0.25,0.095833333
2038,21.8204,0.25,0.095277778
2039,21.8383,0.25,0.094444444
2040,21.8544,0.25,0.093611111
2041,21.872,0.25,0.093055556
2042,21.8879,0.25,0.092222222
2043,21.9052,0.25,0.091666667
2044,21.9209,0.25,0.090277778
2045,21.9377,0.25,0.088888889
2046,21.9529,0.25,0.088888889
2047,21.9697,0.25,0.088611111
2048,21.9848,0.25,0.087222222
2049,22.0011,0.25,0.086388889
2050,22.0159,0.25,0.085277778
2051,22.0318,0.25,0.084444444
2052,22.0463,0.25,0.084722222
2053,22.0623,0.25,0.084722222
2054,22.0768,0.25,0.084166667
2055,22.0926,0.25,0.083333333
2056,22.1068,0.25,0.0825
2057,22.1223,0.25,0.081944444
2058,22.1363,0.25,0.080277778
2059,22.1512,0.25,0.078888889
2060,22.1647,0.25,0.078611111
2061,22.1795,0.25,0.078333333
2062,22.1929,0.25,0.093611111
2063,22.2132,0.25,0.107222222
2064,22.2315,0.25,0.133333333
2065,22.2612,0.25,0.156944444
2066,22.288,0.25,0.178888889
2067,22.3256,0.25,0.199166667
2068,22.3597,0.25,0.212222222
2069,22.402,0.25,0.223888889
2070,22.4403,0.25,0.228333333
2071,22.4842,0.25,0.2325
2072,22.524,0.25,0.231111111
2073,22.5674,0.25,0.229722222
2074,22.6067,0.25,0.225555556
2075,22.6486,0.25,0.221666667
2076,22.6865,0.25,0.215
2077,22.726,0.25,0.208888889
2078,22.7617,0.25,0.201388889
2079,22.7985,0.25,0.194722222
2080,22.8318,0.25,0.1875
2081,22.866,0.25,0.180833333
2082,22.8969,0.25,0.163888889
2083,22.925,0.25,0.158611111
2084,22.954,0.25,0.153611111
2085,22.9803,0.25,0.148611111
2086,4.44602,0.3,2.5375
2087,4.87996,0.3,2.411722222
2088,5.31424,0.3,2.297888889
2089,5.7072,0.3,2.079305556
2090,6.06279,0.3,2.033277778
2091,6.43918,0.3,1.991583333
2092,6.77976,0.3,1.920805556
2093,7.13067,0.3,1.856805556
2094,7.44821,0.3,1.739027778
2095,7.75672,0.3,1.632416667
2096,8.03588,0.3,1.500861111
2097,8.29703,0.3,1.381833333
2098,8.53334,0.3,1.257638889
2099,8.74978,0.3,1.145222222
2100,8.94562,0.3,1.038333333
2101,9.12358,0.3,0.941638889
2102,9.28461,0.3,0.852055556
2103,9.43032,0.3,0.774111111
2104,9.56329,0.3,0.703555556
2105,9.6836,0.3,0.642833333
2106,9.79471,0.3,0.587888889
2107,9.89524,0.3,0.539166667
2108,9.98881,0.3,0.495166667
2109,10.0735,0.3,0.456361111
2110,10.1531,0.3,0.421111111
2111,10.2251,0.3,0.391388889
2112,10.294,0.3,0.364444444
2113,10.3563,0.3,0.34
2114,10.4164,0.3,0.318055556
2115,10.4708,0.3,0.287777778
2116,10.52,0.3,0.269722222
2117,10.5679,0.3,0.253611111
2118,10.6113,0.3,0.238611111
2119,10.6538,0.3,0.225
2120,10.6923,0.3,0.213055556
2121,10.7305,0.3,0.202222222
2122,10.7651,0.3,0.192222222
2123,10.7997,0.3,0.183055556
2124,10.831,0.3,0.241944444
2125,10.8868,0.3,0.295277778
2126,10.9373,0.3,0.2675
2127,10.9831,0.3,0.376111111
2128,11.0727,0.3,0.474444444
2129,11.1539,0.3,0.552222222
2130,11.2715,0.3,0.6225
2131,11.378,0.3,0.645833333
2132,11.504,0.3,0.666944444
2133,11.6181,0.3,0.648055556
2134,11.7373,0.3,0.630555556
2135,11.8451,0.3,0.591388889
2136,11.9502,0.3,0.555833333
2137,12.0452,0.3,0.514166667
2138,12.1353,0.3,0.476666667
2139,12.2168,0.3,0.431388889
2140,12.2906,0.3,0.396388889
2141,12.3595,0.3,0.364722222
2142,12.4219,0.3,0.3375
2143,12.481,0.3,0.312777778
2144,12.5345,0.3,0.289166667
2145,12.5851,0.3,0.267777778
2146,12.6309,0.3,0.250555556
2147,12.6753,0.3,0.234722222
2148,12.7154,0.3,0.220833333
2149,12.7548,0.3,0.208333333
2150,12.7904,0.3,0.188333333
2151,12.8226,0.3,0.178611111
2152,12.8547,0.3,0.169722222
2153,12.8837,0.3,0.163055556
2154,12.9134,0.3,0.156944444
2155,12.9402,0.3,0.151111111
2156,12.9678,0.3,0.146111111
2157,12.9928,0.3,0.140555556
2158,13.0184,0.3,0.135277778
2159,13.0415,0.3,0.131666667
2160,13.0658,0.3,0.128611111
2161,13.0878,0.3,0.124722222
2162,13.1107,0.3,0.120833333
2163,13.1313,0.3,0.109444444
2164,13.1501,0.3,0.1075
2165,13.17,0.3,0.105277778
2166,13.188,0.3,0.103611111
2167,13.2073,0.3,0.101944444
2168,13.2247,0.3,0.100555556
2169,13.2435,0.3,0.099166667
2170,13.2604,0.3,0.098055556
2171,13.2788,0.3,0.096944444
2172,13.2953,0.3,0.095833333
2173,13.3133,0.3,0.095277778
2174,13.3296,0.3,0.086111111
2175,13.3443,0.3,0.084166667
2176,13.3599,0.3,0.082222222
2177,13.3739,0.3,0.151944444
2178,13.4146,0.3,0.215
2179,13.4513,0.3,0.339722222
2180,13.5369,0.3,0.453055556
2181,13.6144,0.3,0.569166667
2182,13.7418,0.3,0.673888889
2183,13.857,0.3,0.759166667
2184,14.0151,0.3,0.836666667
2185,14.1582,0.3,0.889444444
2186,14.3353,0.3,0.936944444
2187,14.4955,0.3,0.847777778
2188,14.6405,0.3,0.879722222
2189,14.8122,0.3,0.908333333
2190,14.9675,0.3,0.911666667
2191,15.1404,0.3,0.915
2192,15.2969,0.3,0.896944444
2193,15.4633,0.3,0.880833333
2194,15.614,0.3,0.847777778
2195,15.7685,0.3,0.8175
2196,15.9083,0.3,0.775
2197,16.0475,0.3,0.736388889
2198,16.1734,0.3,0.666111111
2199,16.2873,0.3,0.628611111
2200,16.3997,0.3,0.594722222
2201,16.5014,0.3,0.558611111
2202,16.6008,0.3,0.526111111
2203,16.6908,0.3,0.493888889
2204,16.7786,0.3,0.464444444
2205,16.858,0.3,0.435555556
2206,16.9354,0.3,0.409722222
2207,17.0055,0.3,0.385277778
2208,17.0741,0.3,0.362777778
2209,17.1361,0.3,0.328333333
2210,17.1923,0.3,0.310555556
2211,17.2479,0.3,0.294444444
2212,17.2983,0.3,0.28
2213,17.3487,0.3,0.266666667
2214,17.3943,0.3,0.254722222
2215,17.4404,0.3,0.243888889
2216,17.4821,0.3,0.234166667
2217,17.5247,0.3,0.225277778
2218,17.5632,0.3,0.216111111
2219,17.6025,0.3,0.208055556
2220,17.6381,0.3,0.200833333
2221,17.6748,0.3,0.193888889
2222,17.7079,0.3,0.175277778
2223,17.7379,0.3,0.171388889
2224,17.7696,0.3,0.1675
2225,17.7982,0.3,0.1625
2226,17.8281,0.3,0.158611111
2227,17.8553,0.3,0.198333333
2228,17.8995,0.3,0.233888889
2229,17.9395,0.3,0.306666667
2230,18.0099,0.3,0.372777778
2231,18.0737,0.3,0.440555556
2232,18.1685,0.3,0.501388889
2233,18.2542,0.3,0.551944444
2234,18.3672,0.3,0.597777778
2235,18.4694,0.3,0.540555556
2236,18.5618,0.3,0.578888889
2237,18.6778,0.3,0.613888889
2238,18.7828,0.3,0.633888889
2239,18.906,0.3,0.651944444
2240,19.0175,0.3,0.656944444
2241,19.1425,0.3,0.661666667
2242,19.2557,0.3,0.656666667
2243,19.3789,0.3,0.651944444
2244,19.4904,0.3,0.639444444
2245,19.6091,0.3,0.628055556
2246,19.7165,0.3,0.610555556
2247,19.8289,0.3,0.595
2248,19.9307,0.3,0.574444444
2249,20.0357,0.3,0.555833333
2250,20.1308,0.3,0.503055556
2251,20.2168,0.3,0.484166667
2252,20.3051,0.3,0.466944444
2253,20.3849,0.3,0.448333333
2254,20.4665,0.3,0.431666667
2255,20.5403,0.3,0.413055556
2256,20.6152,0.3,0.396388889
2257,20.683,0.3,0.379444444
2258,20.7518,0.3,0.364166667
2259,20.8141,0.3,0.349166667
2260,20.8775,0.3,0.335277778
2261,20.9348,0.3,0.320833333
2262,20.993,0.3,0.308055556
2263,21.0457,0.3,0.296388889
2264,21.0997,0.3,0.285833333
2265,21.1486,0.3,0.276111111
2266,21.1991,0.3,0.267222222
2267,21.2448,0.3,0.241944444
2268,21.2862,0.3,0.235555556
2269,21.3296,0.3,0.229444444
2270,21.3688,0.3,0.223055556
2271,21.4099,0.3,0.2175
2272,21.4471,0.3,0.212222222
2273,21.4863,0.3,0.2075
2274,21.5218,0.3,0.203333333
2275,21.5595,0.3,0.199444444
2276,21.5936,0.3,0.195833333
2277,21.63,0.3,0.192777778
2278,21.663,0.3,0.188888889
2279,21.698,0.3,0.185277778
2280,21.7297,0.3,0.182222222
2281,21.7636,0.3,0.179444444
2282,21.7943,0.3,0.162222222
2283,21.822,0.3,0.161111111
2284,21.8523,0.3,0.160277778
2285,21.8797,0.3,0.159722222
2286,21.9098,0.3,0.158888889
2287,21.9369,0.3,0.156944444
2288,21.9663,0.3,0.155555556
2289,21.9929,0.3,0.154444444
2290,22.0219,0.3,0.153055556
2291,22.048,0.3,0.151666667
2292,22.0765,0.3,0.150833333
2293,22.1023,0.3,0.165555556
2294,22.1361,0.3,0.178611111
2295,22.1666,0.3,0.161388889
2296,22.1942,0.3,0.188333333
2297,22.2344,0.3,0.213055556
2298,22.2709,0.3,0.192777778
2299,22.3038,0.3,0.2175
2300,22.3492,0.3,0.240277778
2301,22.3903,0.3,0.2175
2302,22.4275,0.3,0.235
2303,22.4749,0.3,0.250833333
2304,22.5178,0.3,0.226944444
2305,22.5566,0.3,0.238333333
2306,22.6036,0.3,0.248888889
2307,22.6462,0.3,0.225
2308,22.6846,0.3,0.231388889
2309,22.7295,0.3,0.2375
2310,22.7701,0.3,0.2375
2311,22.815,0.3,0.2375
2312,22.8556,0.3,0.215
2313,22.8924,0.3,0.215277778
2314,22.9331,0.3,0.215277778
2315,22.9699,0.3,0.195
2316,4.2311,0.35,2.554916667
2317,4.66802,0.35,2.311888889
2318,5.06338,0.35,2.209638889
2319,5.46349,0.35,2.117111111
2320,5.82554,0.35,2.071583333
2321,6.20926,0.35,2.030361111
2322,6.55647,0.35,1.962111111
2323,6.91562,0.35,1.900388889
2324,7.24061,0.35,1.786694444
2325,7.55883,0.35,1.683833333
2326,7.84679,0.35,1.552555556
2327,8.11775,0.35,1.43375
2328,8.36294,0.35,1.30875
2329,8.5889,0.35,1.195611111
2330,8.79336,0.35,1.081861111
2331,8.97837,0.35,0.986166667
2332,9.14838,0.35,0.899583333
2333,9.30222,0.35,0.820222222
2334,9.44366,0.35,0.748388889
2335,9.57164,0.35,0.6875
2336,9.69116,0.35,0.632416667
2337,9.79931,0.35,0.583638889
2338,9.90127,0.35,0.539472222
2339,9.99352,0.35,0.488138889
2340,10.077,0.35,0.455222222
2341,10.1574,0.35,0.425277778
2342,10.2301,0.35,0.398055556
2343,10.3007,0.35,0.373611111
2344,10.3646,0.35,0.352777778
2345,10.4277,0.35,0.333611111
2346,10.4847,0.35,0.315277778
2347,10.5412,0.35,0.298888889
2348,10.5923,0.35,0.283611111
2349,10.6433,0.35,0.27
2350,10.6895,0.35,0.244444444
2351,10.7313,0.35,0.300555556
2352,10.7977,0.35,0.351388889
2353,10.8578,0.35,0.455555556
2354,10.9617,0.35,0.549444444
2355,11.0556,0.35,0.625
2356,11.1867,0.35,0.693611111
2357,11.3053,0.35,0.714166667
2358,11.4438,0.35,0.733055556
2359,11.5692,0.35,0.711944444
2360,11.7001,0.35,0.692777778
2361,11.8186,0.35,0.626666667
2362,11.9257,0.35,0.591666667
2363,12.0316,0.35,0.560555556
2364,12.1275,0.35,0.520555556
2365,12.219,0.35,0.484444444
2366,12.3019,0.35,0.448611111
2367,12.3805,0.35,0.416111111
2368,12.4517,0.35,0.387222222
2369,12.5199,0.35,0.360555556
2370,12.5815,0.35,0.336388889
2371,12.641,0.35,0.314722222
2372,12.6948,0.35,0.285
2373,12.7436,0.35,0.269166667
2374,12.7917,0.35,0.254722222
2375,12.8353,0.35,0.242222222
2376,12.8789,0.35,0.230555556
2377,12.9183,0.35,0.220833333
2378,12.9584,0.35,0.212222222
2379,12.9947,0.35,0.205277778
2380,13.0323,0.35,0.199166667
2381,13.0664,0.35,0.191666667
2382,13.1013,0.35,0.184722222
2383,13.1329,0.35,0.178611111
2384,13.1656,0.35,0.173055556
2385,13.1952,0.35,0.156666667
2386,13.222,0.35,0.150833333
2387,13.2495,0.35,0.145833333
2388,13.2745,0.35,0.209444444
2389,13.3249,0.35,0.266666667
2390,13.3705,0.35,0.388055556
2391,13.4646,0.35,0.497777778
2392,13.5497,0.35,0.610277778
2393,13.6843,0.35,0.712222222
2394,13.8061,0.35,0.796388889
2395,13.971,0.35,0.8725
2396,14.1202,0.35,0.924444444
2397,14.3038,0.35,0.971666667
2398,14.47,0.35,0.879444444
2399,14.6204,0.35,0.911111111
2400,14.798,0.35,0.94
2401,14.9588,0.35,0.944722222
2402,15.1381,0.35,0.948888889
2403,15.3004,0.35,0.932777778
2404,15.4739,0.35,0.918333333
2405,15.631,0.35,0.886944444
2406,15.7932,0.35,0.858055556
2407,15.9399,0.35,0.817777778
2408,16.0876,0.35,0.781388889
2409,16.2212,0.35,0.706944444
2410,16.3421,0.35,0.670833333
2411,16.4627,0.35,0.637777778
2412,16.5717,0.35,0.601944444
2413,16.6794,0.35,0.569444444
2414,16.7767,0.35,0.536944444
2415,16.8727,0.35,0.507777778
2416,16.9595,0.35,0.479722222
2417,17.0454,0.35,0.454722222
2418,17.1232,0.35,0.430277778
2419,17.2003,0.35,0.408055556
2420,17.2701,0.35,0.369166667
2421,17.3332,0.35,0.351388889
2422,17.3966,0.35,0.335555556
2423,17.454,0.35,0.322222222
2424,17.5126,0.35,0.310277778
2425,17.5657,0.35,0.297222222
2426,17.6196,0.35,0.285555556
2427,17.6685,0.35,0.317222222
2428,17.7338,0.35,0.443611111
2429,17.8282,0.35,0.499722222
2430,17.9137,0.35,0.452222222
2431,17.991,0.35,0.515555556
2432,18.0993,0.35,0.572777778
2433,18.1972,0.35,0.518055556
2434,18.2858,0.35,0.571111111
2435,18.4028,0.35,0.619166667
2436,18.5087,0.35,0.654166667
2437,18.6383,0.35,0.685555556
2438,18.7555,0.35,0.703055556
2439,18.8914,0.35,0.718888889
2440,19.0143,0.35,0.722777778
2441,19.1516,0.35,0.726111111
2442,19.2757,0.35,0.72
2443,19.4108,0.35,0.714722222
2444,19.533,0.35,0.700277778
2445,19.6629,0.35,0.687222222
2446,19.7804,0.35,0.621666667
2447,19.8867,0.35,0.611111111
2448,20.0004,0.35,0.601666667
2449,20.1033,0.35,0.585833333
2450,20.2113,0.35,0.571388889
2451,20.309,0.35,0.553055556
2452,20.4104,0.35,0.536388889
2453,20.5021,0.35,0.516388889
2454,20.5963,0.35,0.498333333
2455,20.6815,0.35,0.478888889
2456,20.7687,0.35,0.486944444
2457,20.8568,0.35,0.466388889
2458,20.9366,0.35,0.422222222
2459,21.0088,0.35,0.405555556
2460,21.0826,0.35,0.390555556
2461,21.1494,0.35,0.353611111
2462,21.2099,0.35,0.342777778
2463,21.2728,0.35,0.332777778
2464,21.3297,0.35,0.323888889
2465,21.3894,0.35,0.315833333
2466,21.4434,0.35,0.306388889
2467,21.4997,0.35,0.297777778
2468,21.5506,0.35,0.29
2469,21.6041,0.35,0.283333333
2470,21.6526,0.35,0.276944444
2471,21.7038,0.35,0.271111111
2472,21.7502,0.35,0.265
2473,21.7992,0.35,0.259444444
2474,21.8436,0.35,0.254444444
2475,21.8908,0.35,0.249722222
2476,21.9335,0.35,0.226111111
2477,21.9722,0.35,0.238611111
2478,22.0194,0.35,0.25
2479,22.0622,0.35,0.273611111
2480,22.1179,0.35,0.295
2481,22.1684,0.35,0.315555556
2482,22.2315,0.35,0.333888889
2483,22.2886,0.35,0.346666667
2484,22.3563,0.35,0.358055556
2485,22.4175,0.35,0.363333333
2486,22.4871,0.35,0.368055556
2487,22.55,0.35,0.332777778
2488,22.6069,0.35,0.335277778
2489,22.6707,0.35,0.3375
2490,22.7284,0.35,0.334166667
2491,22.791,0.35,0.331388889
2492,22.8477,0.35,0.3
2493,22.899,0.35,0.296111111
2494,22.9543,0.35,0.2925
2495,4.30998,0.4,2.345305556
2496,4.73271,0.4,2.3555
2497,5.15796,0.4,2.250111111
2498,5.54275,0.4,2.036083333
2499,5.89095,0.4,2.002388889
2500,6.26361,0.4,2.102972222
